"yr","mo.ab","site","mo.no","mo.no0.5","NDVI","mo.no.char","i","mo.char","i.new","day.num","julian","days.elapsed","date"
"1996","a","scrub",12,12,0.5361,"12",95,"Dec",252,7,342,17039,"7/12/1996"
"1996","b","broadleaf",12,12.5,0.8456,"12",96,"Dec",264,22,357,17396,"22/12/1996"
"1996","b","Lloyd",12,12.5,0.6876,"12",96,"Dec",276,22,357,17396,"22/12/1996"
"1996","b","scrub",12,12.5,0.5373,"12",96,"Dec",288,22,357,17396,"22/12/1996"
"1997","a","broadleaf",1,1,0.8382,"1",97,"Jan",289,7,7,17403,"7/1/1997"
"1997","a","Lloyd",1,1,0.6862,"1",97,"Jan",301,7,7,17403,"7/1/1997"
"1997","a","scrub",1,1,0.4854,"1",97,"Jan",313,7,7,17403,"7/1/1997"
"1997","b","broadleaf",1,1.5,0.7836,"1",98,"Jan",325,22,22,17425,"22/1/1997"
"1997","b","Lloyd",1,1.5,0.6366,"1",98,"Jan",337,22,22,17425,"22/1/1997"
"1997","b","scrub",1,1.5,0.4207,"1",98,"Jan",349,22,22,17425,"22/1/1997"
"1997","a","broadleaf",2,2,0.8252,"2",99,"Feb",290,7,38,17463,"7/2/1997"
"1997","a","Lloyd",2,2,0.6823,"2",99,"Feb",302,7,38,17463,"7/2/1997"
"1997","a","scrub",2,2,0.4247,"2",99,"Feb",314,7,38,17463,"7/2/1997"
"1997","b","broadleaf",2,2.5,0.7845,"2",100,"Feb",326,22,53,17516,"22/2/1997"
"1997","b","Lloyd",2,2.5,0.6693,"2",100,"Feb",338,22,53,17516,"22/2/1997"
"1997","b","scrub",2,2.5,0.4028,"2",100,"Feb",350,22,53,17516,"22/2/1997"
"1997","a","broadleaf",3,3,0.7494,"3",101,"Mar",291,7,66,17582,"7/3/1997"
"1997","a","Lloyd",3,3,0.6919,"3",101,"Mar",303,7,66,17582,"7/3/1997"
"1997","a","scrub",3,3,0.3669,"3",101,"Mar",315,7,66,17582,"7/3/1997"
"1997","b","broadleaf",3,3.5,0.667,"3",102,"Mar",327,22,81,17663,"22/3/1997"
"1997","b","Lloyd",3,3.5,0.5542,"3",102,"Mar",339,22,81,17663,"22/3/1997"
"1997","b","scrub",3,3.5,0.3152,"3",102,"Mar",351,22,81,17663,"22/3/1997"
"1997","a","broadleaf",4,4,0.6383,"4",103,"Apr",292,7,97,17760,"7/4/1997"
"1997","a","Lloyd",4,4,0.5542,"4",103,"Apr",304,7,97,17760,"7/4/1997"
"1997","a","scrub",4,4,0.3679,"4",103,"Apr",316,7,97,17760,"7/4/1997"
"1997","b","broadleaf",4,4.5,0.7993,"4",104,"Apr",328,22,112,17872,"22/4/1997"
"1997","b","Lloyd",4,4.5,0.6557,"4",104,"Apr",340,22,112,17872,"22/4/1997"
"1997","b","scrub",4,4.5,0.5132,"4",104,"Apr",352,22,112,17872,"22/4/1997"
"1997","a","broadleaf",5,5,0.778,"5",105,"May",293,7,127,17999,"7/5/1997"
"1997","a","Lloyd",5,5,0.6117,"5",105,"May",305,7,127,17999,"7/5/1997"
"1997","a","scrub",5,5,0.568,"5",105,"May",317,7,127,17999,"7/5/1997"
"1997","b","broadleaf",5,5.5,0.7281,"5",106,"May",329,22,142,18141,"22/5/1997"
"1997","b","Lloyd",5,5.5,0.6017,"5",106,"May",341,22,142,18141,"22/5/1997"
"1997","b","scrub",5,5.5,0.4296,"5",106,"May",353,22,142,18141,"22/5/1997"
"1997","a","broadleaf",6,6,0.7521,"6",107,"Jun",294,7,158,18299,"7/6/1997"
"1997","a","Lloyd",6,6,0.5882,"6",107,"Jun",306,7,158,18299,"7/6/1997"
"1997","a","scrub",6,6,0.4575,"6",107,"Jun",318,7,158,18299,"7/6/1997"
"1997","b","broadleaf",6,6.5,0.717,"6",108,"Jun",330,22,173,18472,"22/6/1997"
"1997","b","Lloyd",6,6.5,0.6488,"6",108,"Jun",342,22,173,18472,"22/6/1997"
"1997","b","scrub",6,6.5,0.4675,"6",108,"Jun",354,22,173,18472,"22/6/1997"
"1997","a","broadleaf",7,7,0.5245,"7",109,"Jul",295,7,188,18660,"7/7/1997"
"1997","a","Lloyd",7,7,0.6309,"7",109,"Jul",307,7,188,18660,"7/7/1997"
"1997","a","scrub",7,7,0.4436,"7",109,"Jul",319,7,188,18660,"7/7/1997"
"1997","b","broadleaf",7,7.5,0.6467,"7",110,"Jul",331,22,203,18863,"22/7/1997"
"1997","b","Lloyd",7,7.5,0.6584,"7",110,"Jul",343,22,203,18863,"22/7/1997"
"1997","b","scrub",7,7.5,0.4217,"7",110,"Jul",355,22,203,18863,"22/7/1997"
"1997","a","broadleaf",8,8,0.6541,"8",111,"Aug",296,7,219,19082,"7/8/1997"
"1997","a","Lloyd",8,8,0.6871,"8",111,"Aug",308,7,219,19082,"7/8/1997"
"1997","a","scrub",8,8,0.4157,"8",111,"Aug",320,7,219,19082,"7/8/1997"
"1997","b","broadleaf",8,8.5,0.6938,"8",112,"Aug",332,22,234,19316,"22/8/1997"
"1997","b","Lloyd",8,8.5,0.6557,"8",112,"Aug",344,22,234,19316,"22/8/1997"
"1997","b","scrub",8,8.5,0.4416,"8",112,"Aug",356,22,234,19316,"22/8/1997"
"1997","a","broadleaf",9,9,0.7577,"9",113,"Sep",297,7,250,19566,"7/9/1997"
"1997","a","Lloyd",9,9,0.6305,"9",113,"Sep",309,7,250,19566,"7/9/1997"
"1997","a","scrub",9,9,0.4038,"9",113,"Sep",321,7,250,19566,"7/9/1997"
"1997","b","broadleaf",9,9.5,0.6559,"9",114,"Sep",333,22,265,19831,"22/9/1997"
"1997","b","Lloyd",9,9.5,0.6313,"9",114,"Sep",345,22,265,19831,"22/9/1997"
"1997","b","scrub",9,9.5,0.5292,"9",114,"Sep",357,22,265,19831,"22/9/1997"
"1997","a","broadleaf",10,10,0.5553,"10",115,"Oct",298,7,280,20111,"7/10/1997"
"1997","a","Lloyd",10,10,0.6946,"10",115,"Oct",310,7,280,20111,"7/10/1997"
"1997","a","scrub",10,10,0.4567,"10",115,"Oct",322,7,280,20111,"7/10/1997"
"1997","b","broadleaf",10,10.5,0.8095,"10",116,"Oct",334,22,295,20406,"22/10/1997"
"1997","b","Lloyd",10,10.5,0.698,"10",116,"Oct",346,22,295,20406,"22/10/1997"
"1997","b","scrub",10,10.5,0.5521,"10",116,"Oct",358,22,295,20406,"22/10/1997"
"1997","a","broadleaf",11,11,0.852,"11",117,"Nov",299,7,311,20717,"7/11/1997"
"1997","a","Lloyd",11,11,0.6954,"11",117,"Nov",311,7,311,20717,"7/11/1997"
"1997","a","scrub",11,11,0.5361,"11",117,"Nov",323,7,311,20717,"7/11/1997"
"1997","b","broadleaf",11,11.5,0.8548,"11",118,"Nov",335,22,326,21043,"22/11/1997"
"1997","b","Lloyd",11,11.5,0.6971,"11",118,"Nov",347,22,326,21043,"22/11/1997"
"1997","b","scrub",11,11.5,0.5909,"11",118,"Nov",359,22,326,21043,"22/11/1997"
"1997","a","broadleaf",12,12,0.8733,"12",119,"Dec",300,7,341,21384,"7/12/1997"
"1997","a","Lloyd",12,12,0.6876,"12",119,"Dec",312,7,341,21384,"7/12/1997"
"1997","a","scrub",12,12,0.558,"12",119,"Dec",324,7,341,21384,"7/12/1997"
"1997","b","broadleaf",12,12.5,0.7725,"12",120,"Dec",336,22,356,21740,"22/12/1997"
"1997","b","Lloyd",12,12.5,0.6518,"12",120,"Dec",348,22,356,21740,"22/12/1997"
"1997","b","scrub",12,12.5,0.5202,"12",120,"Dec",360,22,356,21740,"22/12/1997"
"1998","a","broadleaf",1,1,0.7947,"1",121,"Jan",361,7,7,21747,"7/1/1998"
"1998","a","Lloyd",1,1,0.678,"1",121,"Jan",373,7,7,21747,"7/1/1998"
"1998","a","scrub",1,1,0.4943,"1",121,"Jan",385,7,7,21747,"7/1/1998"
"1998","b","broadleaf",1,1.5,0.7614,"1",122,"Jan",397,22,22,21769,"22/1/1998"
"1998","b","Lloyd",1,1.5,0.6601,"1",122,"Jan",409,22,22,21769,"22/1/1998"
"1998","b","scrub",1,1.5,0.4525,"1",122,"Jan",421,22,22,21769,"22/1/1998"
"1998","a","broadleaf",2,2,0.791,"2",123,"Feb",362,7,38,21807,"7/2/1998"
"1998","a","Lloyd",2,2,0.6601,"2",123,"Feb",374,7,38,21807,"7/2/1998"
"1998","a","scrub",2,2,0.5103,"2",123,"Feb",386,7,38,21807,"7/2/1998"
"1998","b","broadleaf",2,2.5,0.8049,"2",124,"Feb",398,22,53,21860,"22/2/1998"
"1998","b","Lloyd",2,2.5,0.6653,"2",124,"Feb",410,22,53,21860,"22/2/1998"
"1998","b","scrub",2,2.5,0.4276,"2",124,"Feb",422,22,53,21860,"22/2/1998"
"1998","a","broadleaf",3,3,0.6605,"3",125,"Mar",363,7,66,21926,"7/3/1998"
"1998","a","Lloyd",3,3,0.5821,"3",125,"Mar",375,7,66,21926,"7/3/1998"
"1998","a","scrub",3,3,0.36,"3",125,"Mar",387,7,66,21926,"7/3/1998"
"1998","b","broadleaf",3,3.5,0.6615,"3",126,"Mar",399,22,81,22007,"22/3/1998"
"1998","b","Lloyd",3,3.5,0.6218,"3",126,"Mar",411,22,81,22007,"22/3/1998"
"1998","b","scrub",3,3.5,0.3112,"3",126,"Mar",423,22,81,22007,"22/3/1998"
"1998","a","broadleaf",4,4,0.7077,"4",127,"Apr",364,7,97,22104,"7/4/1998"
"1998","a","Lloyd",4,4,0.5982,"4",127,"Apr",376,7,97,22104,"7/4/1998"
"1998","a","scrub",4,4,0.3431,"4",127,"Apr",388,7,97,22104,"7/4/1998"
"1998","b","broadleaf",4,4.5,0.7984,"4",128,"Apr",400,22,112,22216,"22/4/1998"
"1998","b","Lloyd",4,4.5,0.681,"4",128,"Apr",412,22,112,22216,"22/4/1998"
"1998","b","scrub",4,4.5,0.4615,"4",128,"Apr",424,22,112,22216,"22/4/1998"
"1998","a","broadleaf",5,5,0.6208,"5",129,"May",365,7,127,22343,"7/5/1998"
"1998","a","Lloyd",5,5,0.5516,"5",129,"May",377,7,127,22343,"7/5/1998"
"1998","a","scrub",5,5,0.3699,"5",129,"May",389,7,127,22343,"7/5/1998"
"1998","b","broadleaf",5,5.5,0.7475,"5",130,"May",401,22,142,22485,"22/5/1998"
"1998","b","Lloyd",5,5.5,0.6113,"5",130,"May",413,22,142,22485,"22/5/1998"
"1998","b","scrub",5,5.5,0.4555,"5",130,"May",425,22,142,22485,"22/5/1998"
"1998","a","broadleaf",6,6,0.7179,"6",131,"Jun",366,7,158,22643,"7/6/1998"
"1998","a","Lloyd",6,6,0.6523,"6",131,"Jun",378,7,158,22643,"7/6/1998"
"1998","a","scrub",6,6,0.4117,"6",131,"Jun",390,7,158,22643,"7/6/1998"
"1998","b","broadleaf",6,6.5,0.741,"6",132,"Jun",402,22,173,22816,"22/6/1998"
"1998","b","Lloyd",6,6.5,0.6279,"6",132,"Jun",414,22,173,22816,"22/6/1998"
"1998","b","scrub",6,6.5,0.3958,"6",132,"Jun",426,22,173,22816,"22/6/1998"
"1998","a","broadleaf",7,7,0.7012,"7",133,"Jul",367,7,188,23004,"7/7/1998"
"1998","a","Lloyd",7,7,0.6226,"7",133,"Jul",379,7,188,23004,"7/7/1998"
"1998","a","scrub",7,7,0.4635,"7",133,"Jul",391,7,188,23004,"7/7/1998"
"1998","b","broadleaf",7,7.5,0.6485,"7",134,"Jul",403,22,203,23207,"22/7/1998"
"1998","b","Lloyd",7,7.5,0.6148,"7",134,"Jul",415,22,203,23207,"22/7/1998"
"1998","b","scrub",7,7.5,0.4694,"7",134,"Jul",427,22,203,23207,"22/7/1998"
"1998","a","broadleaf",8,8,0.6827,"8",135,"Aug",368,7,219,23426,"7/8/1998"
"1998","a","Lloyd",8,8,0.6427,"8",135,"Aug",380,7,219,23426,"7/8/1998"
"1998","a","scrub",8,8,0.4635,"8",135,"Aug",392,7,219,23426,"7/8/1998"
"1998","b","broadleaf",8,8.5,0.6393,"8",136,"Aug",404,22,234,23660,"22/8/1998"
"1998","b","Lloyd",8,8.5,0.6122,"8",136,"Aug",416,22,234,23660,"22/8/1998"
"1998","b","scrub",8,8.5,0.4306,"8",136,"Aug",428,22,234,23660,"22/8/1998"
"1998","a","broadleaf",9,9,0.7123,"9",137,"Sep",369,7,250,23910,"7/9/1998"
"1998","a","Lloyd",9,9,0.6806,"9",137,"Sep",381,7,250,23910,"7/9/1998"
"1998","a","scrub",9,9,0.5491,"9",137,"Sep",393,7,250,23910,"7/9/1998"
"1998","b","broadleaf",9,9.5,0.8261,"9",138,"Sep",405,22,265,24175,"22/9/1998"
"1998","b","Lloyd",9,9.5,0.6919,"9",138,"Sep",417,22,265,24175,"22/9/1998"
"1998","b","scrub",9,9.5,0.5759,"9",138,"Sep",429,22,265,24175,"22/9/1998"
"1998","a","broadleaf",10,10,0.8428,"10",139,"Oct",370,7,280,24455,"7/10/1998"
"1998","a","Lloyd",10,10,0.7059,"10",139,"Oct",382,7,280,24455,"7/10/1998"
"1998","a","scrub",10,10,0.5779,"10",139,"Oct",394,7,280,24455,"7/10/1998"
"1998","b","broadleaf",10,10.5,0.6985,"10",140,"Oct",406,22,295,24750,"22/10/1998"
"1998","b","Lloyd",10,10.5,0.6252,"10",140,"Oct",418,22,295,24750,"22/10/1998"
"1998","b","scrub",10,10.5,0.5015,"10",140,"Oct",430,22,295,24750,"22/10/1998"
"1998","a","broadleaf",11,11,0.7364,"11",141,"Nov",371,7,311,25061,"7/11/1998"
"1998","a","Lloyd",11,11,0.6126,"11",141,"Nov",383,7,311,25061,"7/11/1998"
"1998","a","scrub",11,11,0.4665,"11",141,"Nov",395,7,311,25061,"7/11/1998"
"1998","b","broadleaf",11,11.5,0.816,"11",142,"Nov",407,22,326,25387,"22/11/1998"
"1998","b","Lloyd",11,11.5,0.6889,"11",142,"Nov",419,22,326,25387,"22/11/1998"
"1998","b","scrub",11,11.5,0.5013,"11",142,"Nov",431,22,326,25387,"22/11/1998"
"1998","a","broadleaf",12,12,0.7364,"12",143,"Dec",372,7,341,25728,"7/12/1998"
"1998","a","Lloyd",12,12,0.6327,"12",143,"Dec",384,7,341,25728,"7/12/1998"
"1998","a","scrub",12,12,0.4545,"12",143,"Dec",396,7,341,25728,"7/12/1998"
"1998","b","broadleaf",12,12.5,0.8234,"12",144,"Dec",408,22,356,26084,"22/12/1998"
"1998","b","Lloyd",12,12.5,0.7185,"12",144,"Dec",420,22,356,26084,"22/12/1998"
"1998","b","scrub",12,12.5,0.4515,"12",144,"Dec",432,22,356,26084,"22/12/1998"
"1999","a","broadleaf",1,1,0.7382,"1",145,"Jan",433,7,7,26091,"7/1/1999"
"1999","a","Lloyd",1,1,0.7167,"1",145,"Jan",445,7,7,26091,"7/1/1999"
"1999","a","scrub",1,1,0.3719,"1",145,"Jan",457,7,7,26091,"7/1/1999"
"1999","b","broadleaf",1,1.5,0.6837,"1",146,"Jan",469,22,22,26113,"22/1/1999"
"1999","b","Lloyd",1,1.5,0.6623,"1",146,"Jan",481,22,22,26113,"22/1/1999"
"1999","b","scrub",1,1.5,0.4207,"1",146,"Jan",493,22,22,26113,"22/1/1999"
"1999","a","broadleaf",2,2,0.5023,"2",147,"Feb",434,7,38,26151,"7/2/1999"
"1999","a","Lloyd",2,2,0.6427,"2",147,"Feb",446,7,38,26151,"7/2/1999"
"1999","a","scrub",2,2,0.345,"2",147,"Feb",458,7,38,26151,"7/2/1999"
"1999","b","broadleaf",2,2.5,0.3497,"2",148,"Feb",470,22,53,26204,"22/2/1999"
"1999","b","Lloyd",2,2.5,0.6344,"2",148,"Feb",482,22,53,26204,"22/2/1999"
"1999","b","scrub",2,2.5,0.3092,"2",148,"Feb",494,22,53,26204,"22/2/1999"
"1999","a","broadleaf",3,3,0.5884,"3",149,"Mar",435,7,66,26270,"7/3/1999"
"1999","a","Lloyd",3,3,0.5943,"3",149,"Mar",447,7,66,26270,"7/3/1999"
"1999","a","scrub",3,3,0.3938,"3",149,"Mar",459,7,66,26270,"7/3/1999"
"1999","b","broadleaf",3,3.5,0.6015,"3",150,"Mar",471,22,81,26351,"22/3/1999"
"1999","b","Lloyd",3,3.5,0.5294,"3",150,"Mar",483,22,81,26351,"22/3/1999"
"1999","b","scrub",3,3.5,0.3769,"3",150,"Mar",495,22,81,26351,"22/3/1999"
"1999","a","broadleaf",4,4,0.7419,"4",151,"Apr",436,7,97,26448,"7/4/1999"
"1999","a","Lloyd",4,4,0.6793,"4",151,"Apr",448,7,97,26448,"7/4/1999"
"1999","a","scrub",4,4,0.4585,"4",151,"Apr",460,7,97,26448,"7/4/1999"
"1999","b","broadleaf",4,4.5,0.7281,"4",152,"Apr",472,22,112,26560,"22/4/1999"
"1999","b","Lloyd",4,4.5,0.644,"4",152,"Apr",484,22,112,26560,"22/4/1999"
"1999","b","scrub",4,4.5,0.4396,"4",152,"Apr",496,22,112,26560,"22/4/1999"
"1999","a","broadleaf",5,5,0.5849,"5",153,"May",437,7,127,26687,"7/5/1999"
"1999","a","Lloyd",5,5,0.5691,"5",153,"May",449,7,127,26687,"7/5/1999"
"1999","a","scrub",5,5,0.3132,"5",153,"May",461,7,127,26687,"7/5/1999"
"1999","b","broadleaf",5,5.5,0.5541,"5",154,"May",473,22,142,26829,"22/5/1999"
"1999","b","Lloyd",5,5.5,0.5956,"5",154,"May",485,22,142,26829,"22/5/1999"
"1999","b","scrub",5,5.5,0.347,"5",154,"May",497,22,142,26829,"22/5/1999"
"1999","a","broadleaf",6,6,0.4394,"6",155,"Jun",438,7,158,26987,"7/6/1999"
"1999","a","Lloyd",6,6,0.5647,"6",155,"Jun",450,7,158,26987,"7/6/1999"
"1999","a","scrub",6,6,0.3022,"6",155,"Jun",462,7,158,26987,"7/6/1999"
"1999","b","broadleaf",6,6.5,0.5747,"6",156,"Jun",474,22,173,27160,"22/6/1999"
"1999","b","Lloyd",6,6.5,0.6008,"6",156,"Jun",486,22,173,27160,"22/6/1999"
"1999","b","scrub",6,6.5,0.2784,"6",156,"Jun",498,22,173,27160,"22/6/1999"
"1999","a","broadleaf",7,7,0.7096,"7",157,"Jul",439,7,188,27348,"7/7/1999"
"1999","a","Lloyd",7,7,0.6784,"7",157,"Jul",451,7,188,27348,"7/7/1999"
"1999","a","scrub",7,7,0.4575,"7",157,"Jul",463,7,188,27348,"7/7/1999"
"1999","b","broadleaf",7,7.5,0.6282,"7",158,"Jul",475,22,203,27551,"22/7/1999"
"1999","b","Lloyd",7,7.5,0.5934,"7",158,"Jul",487,22,203,27551,"22/7/1999"
"1999","b","scrub",7,7.5,0.4207,"7",158,"Jul",499,22,203,27551,"22/7/1999"
"1999","a","broadleaf",8,8,0.6781,"8",159,"Aug",440,7,219,27770,"7/8/1999"
"1999","a","Lloyd",8,8,0.6566,"8",159,"Aug",452,7,219,27770,"7/8/1999"
"1999","a","scrub",8,8,0.4615,"8",159,"Aug",464,7,219,27770,"7/8/1999"
"1999","b","broadleaf",8,8.5,0.7901,"8",160,"Aug",476,22,234,28004,"22/8/1999"
"1999","b","Lloyd",8,8.5,0.6954,"8",160,"Aug",488,22,234,28004,"22/8/1999"
"1999","b","scrub",8,8.5,0.5859,"8",160,"Aug",500,22,234,28004,"22/8/1999"
"1999","a","broadleaf",9,9,0.6633,"9",161,"Sep",441,7,250,28254,"7/9/1999"
"1999","a","Lloyd",9,9,0.6575,"9",161,"Sep",453,7,250,28254,"7/9/1999"
"1999","a","scrub",9,9,0.5023,"9",161,"Sep",465,7,250,28254,"7/9/1999"
"1999","b","broadleaf",9,9.5,0.7088,"9",162,"Sep",477,22,265,28519,"22/9/1999"
"1999","b","Lloyd",9,9.5,0.6714,"9",162,"Sep",489,22,265,28519,"22/9/1999"
"1999","b","scrub",9,9.5,0.562,"9",162,"Sep",501,22,265,28519,"22/9/1999"
"1999","a","broadleaf",10,10,0.8187,"10",163,"Oct",442,7,280,28799,"7/10/1999"
"1999","a","Lloyd",10,10,0.7037,"10",163,"Oct",454,7,280,28799,"7/10/1999"
"1999","a","scrub",10,10,0.5481,"10",163,"Oct",466,7,280,28799,"7/10/1999"
"1999","b","broadleaf",10,10.5,0.7671,"10",164,"Oct",478,22,295,29094,"22/10/1999"
"1999","b","Lloyd",10,10.5,0.5364,"10",164,"Oct",490,22,295,29094,"22/10/1999"
"1999","b","scrub",10,10.5,0.5005,"10",164,"Oct",502,22,295,29094,"22/10/1999"
"1999","a","broadleaf",11,11,0.7558,"11",165,"Nov",443,7,311,29405,"7/11/1999"
"1999","a","Lloyd",11,11,0.5904,"11",165,"Nov",455,7,311,29405,"7/11/1999"
"1999","a","scrub",11,11,0.4896,"11",165,"Nov",467,7,311,29405,"7/11/1999"
"1999","b","broadleaf",11,11.5,0.7614,"11",166,"Nov",479,22,326,29731,"22/11/1999"
"1999","b","Lloyd",11,11.5,0.6483,"11",166,"Nov",491,22,326,29731,"22/11/1999"
"1999","b","scrub",11,11.5,0.4983,"11",166,"Nov",503,22,326,29731,"22/11/1999"
"1999","a","broadleaf",12,12,0.8224,"12",167,"Dec",444,7,341,30072,"7/12/1999"
"1999","a","Lloyd",12,12,0.681,"12",167,"Dec",456,7,341,30072,"7/12/1999"
"1999","a","scrub",12,12,0.5421,"12",167,"Dec",468,7,341,30072,"7/12/1999"
"1999","b","broadleaf",12,12.5,0.717,"12",168,"Dec",480,22,356,30428,"22/12/1999"
"1999","b","Lloyd",12,12.5,0.5738,"12",168,"Dec",492,22,356,30428,"22/12/1999"
"1999","b","scrub",12,12.5,0.5353,"12",168,"Dec",504,22,356,30428,"22/12/1999"
"2000","a","broadleaf",1,1,0.6931,"1",169,"Jan",505,7,7,30435,"7/1/2000"
"2000","a","Lloyd",1,1,0.6153,"1",169,"Jan",517,7,7,30435,"7/1/2000"
"2000","a","scrub",1,1,0.4509,"1",169,"Jan",529,7,7,30435,"7/1/2000"
"2000","b","broadleaf",1,1.5,0.7509,"1",170,"Jan",541,22,22,30457,"22/1/2000"
"2000","b","Lloyd",1,1.5,0.6632,"1",170,"Jan",553,22,22,30457,"22/1/2000"
"2000","b","scrub",1,1.5,0.4631,"1",170,"Jan",565,22,22,30457,"22/1/2000"
"2000","a","broadleaf",2,2,0.7105,"2",171,"Feb",506,7,38,30495,"7/2/2000"
"2000","a","Lloyd",2,2,0.6765,"2",171,"Feb",518,7,38,30495,"7/2/2000"
"2000","a","scrub",2,2,0.4314,"2",171,"Feb",530,7,38,30495,"7/2/2000"
"2000","b","broadleaf",2,2.5,0.6543,"2",172,"Feb",542,22,53,30548,"22/2/2000"
"2000","b","Lloyd",2,2.5,0.6933,"2",172,"Feb",554,22,53,30548,"22/2/2000"
"2000","b","scrub",2,2.5,0.3791,"2",172,"Feb",566,22,53,30548,"22/2/2000"
"2000","a","broadleaf",3,3,0.6074,"3",173,"Mar",507,7,67,30615,"7/3/2000"
"2000","a","Lloyd",3,3,0.6664,"3",173,"Mar",519,7,67,30615,"7/3/2000"
"2000","a","scrub",3,3,0.3516,"3",173,"Mar",531,7,67,30615,"7/3/2000"
"2000","b","broadleaf",3,3.5,0.5975,"3",174,"Mar",543,22,82,30697,"22/3/2000"
"2000","b","Lloyd",3,3.5,0.6213,"3",174,"Mar",555,22,82,30697,"22/3/2000"
"2000","b","scrub",3,3.5,0.3291,"3",174,"Mar",567,22,82,30697,"22/3/2000"
"2000","a","broadleaf",4,4,0.5849,"4",175,"Apr",508,7,98,30795,"7/4/2000"
"2000","a","Lloyd",4,4,0.6305,"4",175,"Apr",520,7,98,30795,"7/4/2000"
"2000","a","scrub",4,4,0.3453,"4",175,"Apr",532,7,98,30795,"7/4/2000"
"2000","b","broadleaf",4,4.5,0.6164,"4",176,"Apr",544,22,113,30908,"22/4/2000"
"2000","b","Lloyd",4,4.5,0.612,"4",176,"Apr",556,22,113,30908,"22/4/2000"
"2000","b","scrub",4,4.5,0.3253,"4",176,"Apr",568,22,113,30908,"22/4/2000"
"2000","a","broadleaf",5,5,0.6853,"5",177,"May",509,7,128,31036,"7/5/2000"
"2000","a","Lloyd",5,5,0.5833,"5",177,"May",521,7,128,31036,"7/5/2000"
"2000","a","scrub",5,5,0.3699,"5",177,"May",533,7,128,31036,"7/5/2000"
"2000","b","broadleaf",5,5.5,0.8455,"5",178,"May",545,22,143,31179,"22/5/2000"
"2000","b","Lloyd",5,5.5,0.6516,"5",178,"May",557,22,143,31179,"22/5/2000"
"2000","b","scrub",5,5.5,0.5624,"5",178,"May",569,22,143,31179,"22/5/2000"
"2000","a","broadleaf",6,6,0.7645,"6",179,"Jun",510,7,159,31338,"7/6/2000"
"2000","a","Lloyd",6,6,0.668,"6",179,"Jun",522,7,159,31338,"7/6/2000"
"2000","a","scrub",6,6,0.545,"6",179,"Jun",534,7,159,31338,"7/6/2000"
"2000","b","broadleaf",6,6.5,0.6999,"6",180,"Jun",546,22,174,31512,"22/6/2000"
"2000","b","Lloyd",6,6.5,0.6016,"6",180,"Jun",558,22,174,31512,"22/6/2000"
"2000","b","scrub",6,6.5,0.4842,"6",180,"Jun",570,22,174,31512,"22/6/2000"
"2000","a","broadleaf",7,7,0.7526,"7",181,"Jul",511,7,189,31701,"7/7/2000"
"2000","a","Lloyd",7,7,0.6339,"7",181,"Jul",523,7,189,31701,"7/7/2000"
"2000","a","scrub",7,7,0.4719,"7",181,"Jul",535,7,189,31701,"7/7/2000"
"2000","b","broadleaf",7,7.5,0.6825,"7",182,"Jul",547,22,204,31905,"22/7/2000"
"2000","b","Lloyd",7,7.5,0.6691,"7",182,"Jul",559,22,204,31905,"22/7/2000"
"2000","b","scrub",7,7.5,0.446,"7",182,"Jul",571,22,204,31905,"22/7/2000"
"2000","a","broadleaf",8,8,0.6874,"8",183,"Aug",512,7,220,32125,"7/8/2000"
"2000","a","Lloyd",8,8,0.6293,"8",183,"Aug",524,7,220,32125,"7/8/2000"
"2000","a","scrub",8,8,0.4335,"8",183,"Aug",536,7,220,32125,"7/8/2000"
"2000","b","broadleaf",8,8.5,0.6631,"8",184,"Aug",548,22,235,32360,"22/8/2000"
"2000","b","Lloyd",8,8.5,0.6353,"8",184,"Aug",560,22,235,32360,"22/8/2000"
"2000","b","scrub",8,8.5,0.4098,"8",184,"Aug",572,22,235,32360,"22/8/2000"
"2000","a","broadleaf",9,9,0.5948,"9",185,"Sep",513,7,251,32611,"7/9/2000"
"2000","a","Lloyd",9,9,0.5627,"9",185,"Sep",525,7,251,32611,"7/9/2000"
"2000","a","scrub",9,9,0.3902,"9",185,"Sep",537,7,251,32611,"7/9/2000"
"2000","b","broadleaf",9,9.5,0.5749,"9",186,"Sep",549,22,266,32877,"22/9/2000"
"2000","b","Lloyd",9,9.5,0.6121,"9",186,"Sep",561,22,266,32877,"22/9/2000"
"2000","b","scrub",9,9.5,0.4429,"9",186,"Sep",573,22,266,32877,"22/9/2000"
"2000","a","broadleaf",10,10,0.617,"10",187,"Oct",514,7,281,33158,"7/10/2000"
"2000","a","Lloyd",10,10,0.6471,"10",187,"Oct",526,7,281,33158,"7/10/2000"
"2000","a","scrub",10,10,0.3929,"10",187,"Oct",538,7,281,33158,"7/10/2000"
"2000","b","broadleaf",10,10.5,0.6771,"10",188,"Oct",550,22,296,33454,"22/10/2000"
"2000","b","Lloyd",10,10.5,0.5804,"10",188,"Oct",562,22,296,33454,"22/10/2000"
"2000","b","scrub",10,10.5,0.4217,"10",188,"Oct",574,22,296,33454,"22/10/2000"
"2000","a","broadleaf",11,11,0.6962,"11",189,"Nov",515,7,312,33766,"7/11/2000"
"2000","a","Lloyd",11,11,0.6253,"11",189,"Nov",527,7,312,33766,"7/11/2000"
"2000","a","scrub",11,11,0.4596,"11",189,"Nov",539,7,312,33766,"7/11/2000"
